athlete_id,athlete_name,gender,age,country_code,country,continent,year,city,host_country,season,sport,event,medal
2438,Aisha Thompson,F,32,KOR,South Korea,Asia,1998,Nagano,Japan,Winter,Snowboard,Snowboard Team,Bronze
2439,Lars Carter,M,40,SVK,Slovakia,Europe,2010,Vancouver,Canada,Winter,Luge,Luge Downhill,Gold
2440,John Garcia,M,31,SVK,Slovakia,Europe,1956,Melbourne,Australia,Summer,Fencing,Foil Team,Silver
2441,Robert Carter,M,17,RSA,South Africa,Africa,2002,Salt Lake City,USA,Winter,Ice Hockey,Ice Hockey Mass Start,Bronze
2442,Kim Adams,F,20,NED,Netherlands,Europe,2010,Vancouver,Canada,Winter,Luge,Luge Mass Start,Bronze
2443,Mohammed Davis,M,23,CAN,Canada,North America,1936,Garmisch,Germany,Winter,Snowboard,Snowboard Slalom,Gold
2444,Jessica White,F,21,CHN,China,Asia,1924,Paris,France,Summer,Archery,Team Compound,Gold
2445,David Wilson,M,21,KAZ,Kazakhstan,Asia,1984,Los Angeles,USA,Summer,Table Tennis,Singles,Gold
2446,Robert Scott,M,16,CHN,China,Asia,2020,Tokyo,Japan,Summer,Weightlifting,56kg,Silver
2447,Ivan Carter,M,16,ITA,Italy,Europe,1976,Montreal,Canada,Summer,Football,Football,Bronze
2448,Alexei Miller,M,16,RSA,South Africa,Africa,1988,Seoul,South Korea,Summer,Badminton,Mixed Doubles,Silver
2449,Chiara Martin,F,17,AUS,Australia,Oceania,1932,Lake Placid,USA,Winter,Bobsled,Bobsled Downhill,Bronze
2450,Ivan Brown,M,34,POR,Portugal,Europe,1952,Oslo,Norway,Winter,Bobsled,Bobsled Pursuit,Silver
2451,Lucia Nelson,F,25,HUN,Hungary,Europe,1952,Helsinki,Finland,Summer,Football,Football,Silver
2452,Marco Smith,M,22,GBR,Great Britain,Europe,2022,Beijing,China,Winter,Freestyle Skiing,Freestyle Skiing Team,Silver
2453,Mark Rodriguez,M,27,NED,Netherlands,Europe,2022,Beijing,China,Winter,Ski Jumping,Ski Jumping Downhill,Bronze
2454,Ingeborg Williams,F,16,GER,Germany,Europe,1992,Barcelona,Spain,Summer,Basketball,3x3 Basketball,Silver
2455,Michael Hall,M,18,KEN,Kenya,Africa,1972,Munich,Germany,Summer,Basketball,3x3 Basketball,Silver
2456,Michael Hernandez,M,25,JPN,Japan,Asia,1956,Melbourne,Australia,Summer,Gymnastics,Trampoline,Bronze
2457,Lauren Wright,F,40,GRE,Greece,Europe,1956,Cortina,Italy,Winter,Biathlon,Biathlon Downhill,Gold
2458,Ahmed Adams,M,29,ESP,Spain,Europe,1984,Los Angeles,USA,Summer,Canoe,Canoe Sprint,Gold
2459,Ingrid Carter,F,21,RSA,South Africa,Africa,1952,Oslo,Norway,Winter,Curling,Curling Sprint,Silver
2460,Ivan Lopez,M,31,KEN,Kenya,Africa,2016,Rio de Janeiro,Brazil,Summer,Athletics,Discus Throw,Bronze
2461,Olga King,F,21,ESP,Spain,Europe,1908,London,Great Britain,Summer,Volleyball,Volleyball,Gold
2462,Michael Miller,M,20,CHN,China,Asia,1988,Calgary,Canada,Winter,Skeleton,Skeleton Downhill,Gold
2463,Michael Robinson,M,28,AUT,Austria,Europe,1972,Munich,Germany,Summer,Volleyball,Beach Volleyball,Gold
2464,Lisa King,F,20,ROM,Romania,Europe,1988,Seoul,South Korea,Summer,Athletics,50km Walk,Silver
2465,Sofia Martinez,F,31,ITA,Italy,Europe,1960,Rome,Italy,Summer,Table Tennis,Team,Bronze
2466,Alexei Adams,M,19,IRN,Iran,Asia,1912,Stockholm,Sweden,Summer,Wrestling,Greco-Roman 77kg,Gold
2467,Mark Thomas,M,29,NZL,New Zealand,Oceania,1952,Helsinki,Finland,Summer,Gymnastics,Uneven Bars,Gold
2468,James Thompson,M,30,UKR,Ukraine,Europe,1928,Amsterdam,Netherlands,Summer,Canoe,Canoe Slalom,Bronze
2469,Wei Martinez,M,33,JPN,Japan,Asia,2008,Beijing,China,Summer,Volleyball,Beach Volleyball,Silver
2470,Mohammed Taylor,M,16,ARG,Argentina,South America,1980,Moscow,Russia,Summer,Swimming,100m Butterfly,Gold
2471,James Jones,M,39,USA,United States,North America,2024,Paris,France,Summer,Volleyball,Beach Volleyball,Bronze
2472,Sofia Anderson,F,17,BEL,Belgium,Europe,1968,Mexico City,Mexico,Summer,Cycling,Omnium,Gold
2473,Thomas Adams,M,32,IND,India,Asia,2020,Tokyo,Japan,Summer,Wrestling,Freestyle 97kg,Bronze
2474,Hans Scott,M,18,USA,United States,North America,1956,Cortina,Italy,Winter,Nordic Combined,Nordic Combined Mass Start,Bronze
2475,Sofia Martin,F,38,CAN,Canada,North America,2020,Tokyo,Japan,Summer,Table Tennis,Singles,Gold
2476,Mei Jones,F,16,RSA,South Africa,Africa,1924,Chamonix,France,Winter,Luge,Luge Team,Gold
2477,Wei Johnson,M,34,AUS,Australia,Oceania,2016,Rio de Janeiro,Brazil,Summer,Volleyball,Volleyball,Bronze
2478,Thomas Young,M,26,COL,Colombia,South America,1932,Los Angeles,USA,Summer,Tennis,Singles,Gold
2479,Jessica Moore,F,17,SWE,Sweden,Europe,2010,Vancouver,Canada,Winter,Skiing,Skiing Super-G,Gold
2480,Sarah Johnson,F,37,USA,United States,North America,1904,St. Louis,USA,Summer,Swimming,4x100m Freestyle Relay,Silver
2481,Ingeborg Clark,F,33,ARG,Argentina,South America,1948,St. Moritz,Switzerland,Winter,Nordic Combined,Nordic Combined Team,Bronze
2482,Jessica Adams,F,29,ROM,Romania,Europe,1952,Oslo,Norway,Winter,Figure Skating,Figure Skating Sprint,Bronze
2483,Mei Wilson,F,24,JPN,Japan,Asia,1936,Berlin,Germany,Summer,Football,Football,Silver
2484,Peter Robinson,M,31,GRE,Greece,Europe,2022,Beijing,China,Winter,Nordic Combined,Nordic Combined Team,Bronze
2485,Emma Taylor,F,26,GBR,Great Britain,Europe,1912,Stockholm,Sweden,Summer,Rowing,Double Sculls,Silver
2486,Pierre Martinez,M,18,SWE,Sweden,Europe,2014,Sochi,Russia,Winter,Curling,Curling Downhill,Gold
2487,David Allen,M,26,BRA,Brazil,South America,2016,Rio de Janeiro,Brazil,Summer,Volleyball,Beach Volleyball,Bronze
2488,Chiara Young,F,17,IRN,Iran,Asia,1906,Athens,Greece,Summer,Basketball,3x3 Basketball,Silver
2489,Rebecca Hill,F,25,SWE,Sweden,Europe,1932,Lake Placid,USA,Winter,Snowboard,Snowboard Giant Slalom,Gold
2490,Maria Green,F,28,JPN,Japan,Asia,1988,Seoul,South Korea,Summer,Judo,73kg,Gold
2491,Ingeborg Brown,F,24,FIN,Finland,Europe,1960,Rome,Italy,Summer,Fencing,Foil Individual,Silver
2492,Olga Hall,F,18,UKR,Ukraine,Europe,1964,Tokyo,Japan,Summer,Tennis,Mixed Doubles,Gold
2493,Carlos Clark,M,33,USA,United States,North America,1936,Berlin,Germany,Summer,Taekwondo,68kg,Gold
2494,Sarah Carter,F,39,UZB,Uzbekistan,Asia,1904,St. Louis,USA,Summer,Badminton,Mixed Doubles,Gold
2495,Aisha Walker,F,40,FRA,France,Europe,1936,Garmisch,Germany,Winter,Biathlon,Biathlon Team,Gold
2496,Claire Hernandez,F,41,KOR,South Korea,Asia,1992,Albertville,France,Winter,Freestyle Skiing,Freestyle Skiing Individual,Bronze
2497,Lars Mitchell,M,28,CAN,Canada,North America,1964,Innsbruck,Austria,Winter,Skiing,Skiing Sprint,Silver
2498,Thomas Johnson,M,37,UZB,Uzbekistan,Asia,1936,Garmisch,Germany,Winter,Bobsled,Bobsled Mass Start,Gold
2499,Sarah Anderson,F,17,JAM,Jamaica,North America,2000,Sydney,Australia,Summer,Wrestling,Freestyle 74kg,Silver
2500,Darius Nelson,M,27,USA,United States,North America,2012,London,Great Britain,Summer,Swimming,200m Freestyle,Silver
2501,Emma Lopez,F,25,GBR,Great Britain,Europe,1972,Sapporo,Japan,Winter,Freestyle Skiing,Freestyle Skiing Super-G,Gold
2502,Kwame Adams,M,30,HUN,Hungary,Europe,2012,London,Great Britain,Summer,Tennis,Mixed Doubles,Gold
2503,Sven Jones,M,23,POR,Portugal,Europe,1960,Squaw Valley,USA,Winter,Nordic Combined,Nordic Combined Super-G,Gold
2504,Diego Johnson,M,25,AZE,Azerbaijan,Europe,1896,Athens,Greece,Summer,Basketball,3x3 Basketball,Gold
2505,Ahmed Williams,M,22,KOR,South Korea,Asia,2004,Athens,Greece,Summer,Taekwondo,58kg,Bronze
2506,Chris Mitchell,M,33,GER,Germany,Europe,1994,Lillehammer,Norway,Winter,Nordic Combined,Nordic Combined Mass Start,Gold
2507,Wei Lewis,M,33,GRE,Greece,Europe,1936,Garmisch,Germany,Winter,Freestyle Skiing,Freestyle Skiing Super-G,Gold
2508,James Allen,M,17,KOR,South Korea,Asia,1964,Tokyo,Japan,Summer,Taekwondo,57kg,Silver
2509,Mohammed Young,M,28,POR,Portugal,Europe,1988,Calgary,Canada,Winter,Snowboard,Snowboard Individual,Bronze
2510,Isabella Martin,F,17,CHN,China,Asia,1906,Athens,Greece,Summer,Gymnastics,Balance Beam,Silver
2511,Peter Baker,M,37,KAZ,Kazakhstan,Asia,1980,Lake Placid,USA,Winter,Speed Skating,Speed Skating Sprint,Silver
2512,Hans King,M,28,CHN,China,Asia,1956,Melbourne,Australia,Summer,Taekwondo,57kg,Silver
2513,Lisa Lopez,F,16,CUB,Cuba,North America,2012,London,Great Britain,Summer,Boxing,69kg,Gold
2514,Claire Davis,F,21,JPN,Japan,Asia,1964,Innsbruck,Austria,Winter,Bobsled,Bobsled Mass Start,Silver
2515,Thomas Baker,M,36,SVK,Slovakia,Europe,1984,Sarajevo,Yugoslavia,Winter,Speed Skating,Speed Skating Sprint,Bronze
2516,Anna Jones,F,26,SWE,Sweden,Europe,2014,Sochi,Russia,Winter,Ice Hockey,Ice Hockey Pursuit,Gold
2517,Ahmed Williams,M,36,ROM,Romania,Europe,2010,Vancouver,Canada,Winter,Ski Jumping,Ski Jumping Individual,Silver
2518,Fatima Martin,F,32,IRN,Iran,Asia,1948,London,Great Britain,Summer,Athletics,Heptathlon,Gold
2519,Michael Martinez,M,35,KOR,South Korea,Asia,1928,Amsterdam,Netherlands,Summer,Weightlifting,62kg,Bronze
2520,Jessica Thomas,F,26,ROM,Romania,Europe,1960,Rome,Italy,Summer,Tennis,Doubles,Gold
2521,James Harris,M,28,ZIM,Zimbabwe,Africa,1928,St. Moritz,Switzerland,Winter,Snowboard,Snowboard Downhill,Gold
2522,Wei Lewis,M,30,USA,United States,North America,1968,Grenoble,France,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Bronze
2523,Kwame Moore,M,38,SUI,Switzerland,Europe,1932,Los Angeles,USA,Summer,Gymnastics,Parallel Bars,Gold
2524,Lars Adams,M,23,POL,Poland,Europe,1972,Sapporo,Japan,Winter,Biathlon,Biathlon Team,Gold
2525,Darius Carter,M,19,UZB,Uzbekistan,Asia,1932,Los Angeles,USA,Summer,Rowing,Lightweight Double Sculls,Bronze
2526,Mohammed Lopez,M,32,KAZ,Kazakhstan,Asia,2000,Sydney,Australia,Summer,Boxing,52kg,Bronze
2527,John Hill,M,40,DEN,Denmark,Europe,1896,Athens,Greece,Summer,Volleyball,Volleyball,Silver
2528,Mohammed Clark,M,39,UKR,Ukraine,Europe,1936,Berlin,Germany,Summer,Archery,Individual Compound,Bronze
2529,Alexei Scott,M,28,CAN,Canada,North America,2010,Vancouver,Canada,Winter,Skeleton,Skeleton Slalom,Gold
2530,Isabella Carter,F,33,CUB,Cuba,North America,2006,Turin,Italy,Winter,Skiing,Skiing Super-G,Gold
2531,Mohammed Wright,M,32,TUR,Turkey,Asia,1908,London,Great Britain,Summer,Archery,Team Compound,Gold
2532,Katarina Davis,F,17,UKR,Ukraine,Europe,2018,PyeongChang,South Korea,Winter,Curling,Curling Mass Start,Bronze
2533,Thomas Adams,M,17,CAN,Canada,North America,1924,Chamonix,France,Winter,Ice Hockey,Ice Hockey Slalom,Gold
2534,Sven Taylor,M,20,JPN,Japan,Asia,1994,Lillehammer,Norway,Winter,Speed Skating,Speed Skating Giant Slalom,Gold
2535,Svetlana White,F,24,KEN,Kenya,Africa,1948,St. Moritz,Switzerland,Winter,Biathlon,Biathlon Mass Start,Bronze
2536,Wei Baker,M,29,ITA,Italy,Europe,1924,Chamonix,France,Winter,Nordic Combined,Nordic Combined Giant Slalom,Bronze
2537,Darius Johnson,M,39,AZE,Azerbaijan,Europe,2006,Turin,Italy,Winter,Figure Skating,Figure Skating Individual,Gold
2538,David Moore,M,23,KEN,Kenya,Africa,1904,St. Louis,USA,Summer,Rowing,Single Sculls,Bronze
2539,Wei Jackson,M,23,JPN,Japan,Asia,1972,Sapporo,Japan,Winter,Skeleton,Skeleton Super-G,Gold
2540,Carlos Brown,M,29,ARG,Argentina,South America,2014,Sochi,Russia,Winter,Ski Jumping,Ski Jumping Sprint,Silver
2541,Lars Carter,M,27,USA,United States,North America,1948,St. Moritz,Switzerland,Winter,Luge,Luge Pursuit,Gold
2542,Jessica Davis,F,28,SUI,Switzerland,Europe,2022,Beijing,China,Winter,Skeleton,Skeleton Slalom,Bronze
2543,Thomas Carter,M,36,GER,Germany,Europe,1984,Sarajevo,Yugoslavia,Winter,Figure Skating,Figure Skating Sprint,Gold
2544,Lauren Williams,F,28,IND,India,Asia,1968,Grenoble,France,Winter,Freestyle Skiing,Freestyle Skiing Team,Gold
2545,Steven Green,M,24,ITA,Italy,Europe,1992,Barcelona,Spain,Summer,Table Tennis,Singles,Silver
2546,Mohammed Miller,M,20,NZL,New Zealand,Oceania,1908,London,Great Britain,Summer,Canoe,Canoe Slalom,Gold
2547,Yuki Adams,M,27,USA,United States,North America,1924,Paris,France,Summer,Football,Football,Silver
2548,Steven Hall,M,28,SUI,Switzerland,Europe,2022,Beijing,China,Winter,Luge,Luge Downhill,Gold
2549,Claire Nelson,F,17,ESP,Spain,Europe,1912,Stockholm,Sweden,Summer,Taekwondo,+73kg,Silver
2550,Ahmed Hall,M,30,ZIM,Zimbabwe,Africa,2014,Sochi,Russia,Winter,Ski Jumping,Ski Jumping Mass Start,Gold
2551,Ahmed Lewis,M,34,KAZ,Kazakhstan,Asia,2002,Salt Lake City,USA,Winter,Speed Skating,Speed Skating Pursuit,Gold
2552,Maria Anderson,F,22,CAN,Canada,North America,1956,Melbourne,Australia,Summer,Canoe,Canoe Slalom,Silver
2553,Fatima White,F,20,AUS,Australia,Oceania,1924,Chamonix,France,Winter,Luge,Luge Team,Silver
2554,Katarina Taylor,F,24,CZE,Czech Republic,Europe,2000,Sydney,Australia,Summer,Wrestling,Freestyle 125kg,Gold
2555,Marco Lopez,M,33,AUT,Austria,Europe,2002,Salt Lake City,USA,Winter,Curling,Curling Giant Slalom,Bronze
2556,Svetlana Martin,F,20,GRE,Greece,Europe,2002,Salt Lake City,USA,Winter,Snowboard,Snowboard Team,Bronze
2557,Yuna Jackson,F,24,AZE,Azerbaijan,Europe,1956,Melbourne,Australia,Summer,Gymnastics,Rhythmic Gymnastics,Bronze
2558,Olga Brown,F,21,ETH,Ethiopia,Africa,1960,Rome,Italy,Summer,Cycling,Sprint,Silver
2559,Emma Martin,F,22,CUB,Cuba,North America,1984,Sarajevo,Yugoslavia,Winter,Figure Skating,Figure Skating Pursuit,Gold
2560,Marco Garcia,M,27,NZL,New Zealand,Oceania,1912,Stockholm,Sweden,Summer,Volleyball,Beach Volleyball,Silver
2561,Sofia Hall,F,41,NGR,Nigeria,Africa,1976,Montreal,Canada,Summer,Basketball,3x3 Basketball,Bronze
2562,Olga Martin,F,22,AUT,Austria,Europe,2006,Turin,Italy,Winter,Nordic Combined,Nordic Combined Mass Start,Silver
2563,Chiara Carter,F,28,KEN,Kenya,Africa,1964,Tokyo,Japan,Summer,Taekwondo,73kg,Bronze
2564,David Miller,M,24,DEN,Denmark,Europe,1964,Innsbruck,Austria,Winter,Ski Jumping,Ski Jumping Team,Gold
2565,Carlos Mitchell,M,34,KOR,South Korea,Asia,1960,Rome,Italy,Summer,Judo,100kg,Silver
2566,Maria Clark,F,35,NED,Netherlands,Europe,1980,Lake Placid,USA,Winter,Biathlon,Biathlon Super-G,Silver
2567,Anna Martin,F,21,ZIM,Zimbabwe,Africa,1988,Calgary,Canada,Winter,Luge,Luge Downhill,Gold
2568,Ingeborg Nelson,F,40,CUB,Cuba,North America,1976,Montreal,Canada,Summer,Shooting,25m Pistol,Gold
2569,Mark Green,M,37,UKR,Ukraine,Europe,1952,Helsinki,Finland,Summer,Boxing,75kg,Bronze
2570,Diego Clark,M,25,BEL,Belgium,Europe,1932,Lake Placid,USA,Winter,Figure Skating,Figure Skating Sprint,Silver
2571,Anna Smith,F,23,SWE,Sweden,Europe,1936,Berlin,Germany,Summer,Swimming,4x100m Freestyle Relay,Gold
2572,Maria Wilson,F,21,NGR,Nigeria,Africa,1984,Sarajevo,Yugoslavia,Winter,Freestyle Skiing,Freestyle Skiing Team,Gold
2573,Elena White,F,26,AUS,Australia,Oceania,1964,Tokyo,Japan,Summer,Archery,Team Compound,Silver
2574,Fatima Lopez,F,24,DEN,Denmark,Europe,2020,Tokyo,Japan,Summer,Shooting,25m Pistol,Gold
2575,Sven Smith,M,36,POR,Portugal,Europe,1924,Paris,France,Summer,Badminton,Singles,Bronze
2576,Pierre Hernandez,M,30,KOR,South Korea,Asia,1984,Los Angeles,USA,Summer,Football,Football,Gold
2577,Kim Jackson,F,29,AZE,Azerbaijan,Europe,1988,Calgary,Canada,Winter,Luge,Luge Downhill,Silver
2578,Darius Lewis,M,40,POR,Portugal,Europe,1896,Athens,Greece,Summer,Weightlifting,85kg,Gold
2579,Carlos Scott,M,27,GER,Germany,Europe,2020,Tokyo,Japan,Summer,Tennis,Mixed Doubles,Bronze
2580,David Jones,M,39,IND,India,Asia,1904,St. Louis,USA,Summer,Swimming,50m Freestyle,Silver
2581,Ahmed Smith,M,19,COL,Colombia,South America,1932,Los Angeles,USA,Summer,Fencing,Foil Team,Bronze
2582,Svetlana Miller,F,32,NOR,Norway,Europe,1956,Melbourne,Australia,Summer,Cycling,Time Trial,Silver
2583,Kwame Lewis,M,28,ITA,Italy,Europe,1928,St. Moritz,Switzerland,Winter,Skiing,Skiing Pursuit,Silver
2584,Michael Carter,M,39,NZL,New Zealand,Oceania,2006,Turin,Italy,Winter,Ice Hockey,Ice Hockey Giant Slalom,Bronze
2585,Wei Mitchell,M,39,POL,Poland,Europe,1932,Los Angeles,USA,Summer,Taekwondo,73kg,Silver
2586,Darius Hernandez,M,20,KOR,South Korea,Asia,2020,Tokyo,Japan,Summer,Rowing,Pair,Gold
2587,Chris Lee,M,16,MEX,Mexico,North America,2004,Athens,Greece,Summer,Canoe,Canoe Sprint,Silver
2588,Ahmed Young,M,23,SWE,Sweden,Europe,2004,Athens,Greece,Summer,Cycling,Omnium,Gold
2589,Emma Adams,F,18,IND,India,Asia,1980,Lake Placid,USA,Winter,Bobsled,Bobsled Individual,Silver
2590,Anna Hill,F,41,RSA,South Africa,Africa,1904,St. Louis,USA,Summer,Table Tennis,Singles,Gold
2591,Michael Lopez,M,19,RSA,South Africa,Africa,2022,Beijing,China,Winter,Cross-Country Skiing,Cross-Country Skiing Pursuit,Gold
2592,Sven Adams,M,33,POL,Poland,Europe,1928,Amsterdam,Netherlands,Summer,Basketball,Basketball,Bronze
2593,Isabella Thompson,F,38,AUT,Austria,Europe,1932,Los Angeles,USA,Summer,Gymnastics,Team,Bronze
2594,Pierre Thompson,M,26,IND,India,Asia,1948,St. Moritz,Switzerland,Winter,Ski Jumping,Ski Jumping Downhill,Gold
2595,Thomas Hill,M,20,UZB,Uzbekistan,Asia,1928,Amsterdam,Netherlands,Summer,Rowing,Pair,Gold
2596,Alexei Baker,M,27,BRA,Brazil,South America,1996,Atlanta,USA,Summer,Weightlifting,75kg,Gold
2597,Emma Walker,F,28,NED,Netherlands,Europe,2006,Turin,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Gold
2598,Emma Walker,F,36,NOR,Norway,Europe,2020,Tokyo,Japan,Summer,Canoe,Canoe Slalom,Gold
2599,John Green,M,36,CUB,Cuba,North America,2022,Beijing,China,Winter,Freestyle Skiing,Freestyle Skiing Slalom,Gold
2600,Michael Lopez,M,23,KEN,Kenya,Africa,1952,Helsinki,Finland,Summer,Basketball,3x3 Basketball,Bronze
2601,Alexei Clark,M,36,ZIM,Zimbabwe,Africa,1956,Cortina,Italy,Winter,Figure Skating,Figure Skating Giant Slalom,Gold
2602,Emma Hill,F,37,NED,Netherlands,Europe,1896,Athens,Greece,Summer,Gymnastics,Vault,Silver
2603,Olga Walker,F,37,ROM,Romania,Europe,2000,Sydney,Australia,Summer,Basketball,Basketball,Gold
2604,Carlos Thompson,M,27,IND,India,Asia,1956,Cortina,Italy,Winter,Nordic Combined,Nordic Combined Mass Start,Bronze
2605,Lisa Baker,F,18,USA,United States,North America,1908,London,Great Britain,Summer,Boxing,52kg,Bronze
2606,Sven Miller,M,34,KEN,Kenya,Africa,1960,Rome,Italy,Summer,Fencing,Foil Team,Bronze
2607,Rebecca Lopez,F,30,SVK,Slovakia,Europe,2008,Beijing,China,Summer,Basketball,Basketball,Silver
2608,David Smith,M,41,IND,India,Asia,2018,PyeongChang,South Korea,Winter,Ice Hockey,Ice Hockey Individual,Silver
2609,Kwame Lopez,M,18,COL,Colombia,South America,1928,St. Moritz,Switzerland,Winter,Luge,Luge Sprint,Gold
2610,Kim Baker,F,18,KOR,South Korea,Asia,1924,Chamonix,France,Winter,Nordic Combined,Nordic Combined Team,Gold
2611,Emma Baker,F,28,SUI,Switzerland,Europe,2012,London,Great Britain,Summer,Football,Football,Bronze
2612,Mei Harris,F,31,CAN,Canada,North America,1976,Innsbruck,Austria,Winter,Figure Skating,Figure Skating Team,Gold
2613,Ingrid Smith,F,36,JPN,Japan,Asia,2018,PyeongChang,South Korea,Winter,Snowboard,Snowboard Sprint,Silver
2614,Yuna White,F,27,IND,India,Asia,1960,Rome,Italy,Summer,Taekwondo,+73kg,Bronze
2615,Robert Walker,M,35,HUN,Hungary,Europe,2002,Salt Lake City,USA,Winter,Snowboard,Snowboard Mass Start,Silver
2616,Yuna Wilson,F,21,ARG,Argentina,South America,1956,Melbourne,Australia,Summer,Rowing,Single Sculls,Gold
2617,Wei Lopez,M,40,POL,Poland,Europe,1904,St. Louis,USA,Summer,Boxing,52kg,Silver
2618,Ingeborg Brown,F,16,ETH,Ethiopia,Africa,1952,Helsinki,Finland,Summer,Judo,57kg,Gold
2619,Claire Green,F,25,SUI,Switzerland,Europe,1924,Chamonix,France,Winter,Luge,Luge Giant Slalom,Bronze
2620,Sofia Nelson,F,34,NZL,New Zealand,Oceania,2012,London,Great Britain,Summer,Football,Football,Silver
2621,Ingeborg Williams,F,29,RSA,South Africa,Africa,1956,Melbourne,Australia,Summer,Gymnastics,All-Around,Silver
2622,Olga Clark,F,23,CHN,China,Asia,2024,Paris,France,Summer,Fencing,Foil Individual,Bronze
2623,Jessica Young,F,24,GBR,Great Britain,Europe,1936,Garmisch,Germany,Winter,Skeleton,Skeleton Pursuit,Bronze
2624,Mohammed Lewis,M,36,AUS,Australia,Oceania,1932,Los Angeles,USA,Summer,Tennis,Doubles,Gold
2625,Emma Lee,F,22,SWE,Sweden,Europe,1988,Calgary,Canada,Winter,Nordic Combined,Nordic Combined Downhill,Bronze
2626,Ahmed White,M,30,USA,United States,North America,1976,Montreal,Canada,Summer,Athletics,5000m,Silver
2627,Lauren Adams,F,32,JAM,Jamaica,North America,1956,Melbourne,Australia,Summer,Cycling,Time Trial,Bronze
2628,Lucia Young,F,25,NZL,New Zealand,Oceania,2012,London,Great Britain,Summer,Fencing,Epee Team,Gold
2629,Lars Thompson,M,25,ETH,Ethiopia,Africa,1956,Melbourne,Australia,Summer,Fencing,Sabre Individual,Gold
2630,Kwame Martin,M,40,FRA,France,Europe,2016,Rio de Janeiro,Brazil,Summer,Judo,57kg,Bronze
2631,Yuna Baker,F,25,SVK,Slovakia,Europe,2024,Paris,France,Summer,Shooting,50m Rifle Prone,Silver
2632,Steven Brown,M,20,MEX,Mexico,North America,1968,Grenoble,France,Winter,Speed Skating,Speed Skating Individual,Bronze
2633,Kim Baker,F,39,JPN,Japan,Asia,1960,Rome,Italy,Summer,Table Tennis,Team,Bronze
2634,John Johnson,M,21,FRA,France,Europe,2020,Tokyo,Japan,Summer,Archery,Individual Compound,Bronze
2635,Hans Williams,M,19,UZB,Uzbekistan,Asia,1972,Sapporo,Japan,Winter,Ice Hockey,Ice Hockey Individual,Silver
2636,Darius Allen,M,25,POL,Poland,Europe,1956,Cortina,Italy,Winter,Speed Skating,Speed Skating Giant Slalom,Silver
2637,Steven Johnson,M,17,JPN,Japan,Asia,1960,Rome,Italy,Summer,Badminton,Mixed Doubles,Gold
2638,Maria Mitchell,F,18,ZIM,Zimbabwe,Africa,1956,Melbourne,Australia,Summer,Shooting,Trap,Gold
2639,Maria Wilson,F,19,KOR,South Korea,Asia,1988,Calgary,Canada,Winter,Skiing,Skiing Individual,Gold
2640,Ingeborg Carter,F,32,NZL,New Zealand,Oceania,2008,Beijing,China,Summer,Tennis,Doubles,Silver
2641,Rebecca Young,F,16,AUT,Austria,Europe,1932,Lake Placid,USA,Winter,Bobsled,Bobsled Super-G,Gold
2642,Olga Adams,F,38,GER,Germany,Europe,1988,Calgary,Canada,Winter,Snowboard,Snowboard Pursuit,Silver
2643,Lisa Jones,F,23,NZL,New Zealand,Oceania,1932,Lake Placid,USA,Winter,Speed Skating,Speed Skating Super-G,Gold
2644,Thomas Jackson,M,25,RUS,Russia,Europe,1984,Sarajevo,Yugoslavia,Winter,Curling,Curling Super-G,Silver
2645,Chris King,M,22,GBR,Great Britain,Europe,1928,St. Moritz,Switzerland,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Silver
2646,Chris Harris,M,16,NOR,Norway,Europe,1932,Los Angeles,USA,Summer,Shooting,Trap,Bronze
2647,Rebecca Smith,F,41,ARG,Argentina,South America,1972,Sapporo,Japan,Winter,Nordic Combined,Nordic Combined Downhill,Gold
